Heliostat No. 29640: x=-1009.815997m | y=170.536428m
Heliostat No. 29700: x=-903.305727m | y=-454.868186m
Heliostat No. 29760: x=-454.660259m | y=-903.413182m
Heliostat No. 29820: x=170.768196m | y=-1009.783375m
Heliostat No. 29880: x=742.472506m | y=-734.775100m
Heliostat No. 29940: x=1049.746046m | y=-179.745064m
Heliostat No. 30000: x=990.421114m | y=452.899606m
Heliostat No. 30060: x=570.682383m | y=929.083368m
Heliostat No. 30120: x=-46.227512m | y=1078.595103m
Heliostat No. 30180: x=-637.400804m | y=847.411804m
Heliostat No. 30240: x=-989.229117m | y=319.066826m
Heliostat No. 30300: x=-974.586490m | y=-315.533183m
Heliostat No. 30360: x=-598.763736m | y=-827.088494m
Heliostat No. 30420: x=2.443282m | y=-1030.759061m
Heliostat No. 30480: x=611.800708m | y=-852.952692m
Heliostat No. 30540: x=1009.129705m | y=-357.916080m
Heliostat No. 30600: x=1060.970077m | y=280.450582m
Heliostat No. 30660: x=732.279940m | y=823.901801m
Heliostat No. 30720: x=152.994444m | y=1084.295248m
Heliostat No. 30780: x=-471.640583m | y=969.371289m
Heliostat No. 30840: x=-920.311585m | y=519.848470m
Heliostat No. 30900: x=-1034.050571m | y=-105.003414m
Heliostat No. 30960: x=-772.558842m | y=-683.793971m
Heliostat No. 31020: x=-228.485164m | y=-1011.452735m
Heliostat No. 31080: x=405.400485m | y=-971.887391m
Heliostat No. 31140: x=904.506975m | y=-579.116281m
Heliostat No. 31200: x=1102.946393m | y=35.750502m
Heliostat No. 31260: x=909.603933m | y=641.084314m
Heliostat No. 31320: x=408.872155m | y=1032.336174m
Heliostat No. 31380: x=-225.250618m | y=1073.550727m
Heliostat No. 31440: x=-772.414286m | y=750.406408m
Heliostat No. 31500: x=-1042.486000m | y=175.192012m
Heliostat No. 31560: x=-941.619059m | y=-452.212317m
Heliostat No. 31620: x=-504.863523m | y=-913.791056m
Heliostat No. 31680: x=116.013269m | y=-1049.151100m
Heliostat No. 31740: x=705.264034m | y=-811.256446m
Heliostat No. 31800: x=1058.131161m | y=-282.772650m
Heliostat No. 31860: x=1063.377627m | y=353.165971m
Heliostat No. 31920: x=703.157753m | y=877.069869m
Heliostat No. 31980: x=111.780674m | y=1110.536786m
Heliostat No. 32040: x=-509.176512m | y=973.987067m
Heliostat No. 32100: x=-948.054012m | y=513.965121m
Heliostat No. 32160: x=-1055.255813m | y=-112.725733m
Heliostat No. 32220: x=-794.241053m | y=-692.471321m
Heliostat No. 32280: x=-253.979360m | y=-1027.659260m
Heliostat No. 32340: x=381.375384m | y=-1004.037213m
Heliostat No. 32400: x=895.255829m | y=-629.657004m
Heliostat No. 32460: x=1112.500416m | y=-32.130066m
Heliostat No. 32520: x=969.733996m | y=588.451575m
Heliostat No. 32580: x=499.845481m | y=1017.230704m
Heliostat No. 32640: x=-128.840293m | y=1114.189223m
Heliostat No. 32700: x=-706.078980m | y=846.902381m
Heliostat No. 32760: x=-1038.831106m | y=304.755925m
Heliostat No. 32820: x=-1015.818102m | y=-330.946174m
Heliostat No. 32880: x=-644.735949m | y=-847.613178m
Heliostat No. 32940: x=-49.681498m | y=-1072.461924m
Heliostat No. 33000: x=570.347850m | y=-930.298761m
Heliostat No. 33060: x=1008.002621m | y=-468.665725m
Heliostat No. 33120: x=1127.209250m | y=164.483937m
Heliostat No. 33180: x=869.805364m | y=746.543414m
Heliostat No. 33240: x=335.173424m | y=1091.824000m
Heliostat No. 33300: x=-301.243825m | y=1087.019758m
Heliostat No. 33360: x=-830.602164m | y=733.707229m
Heliostat No. 33420: x=-1079.189414m | y=147.828083m
Heliostat No. 33480: x=-965.430146m | y=-478.357851m
Heliostat No. 33540: x=-526.655161m | y=-939.363823m
Heliostat No. 33600: x=93.148844m | y=-1083.907902m
Heliostat No. 33660: x=690.589388m | y=-864.557062m
Heliostat No. 33720: x=1069.612699m | y=-353.292625m
Heliostat No. 33780: x=1114.906281m | y=291.436292m
Heliostat No. 33840: x=794.405513m | y=841.638939m
Heliostat No. 33900: x=226.105412m | y=1128.829975m
Heliostat No. 33960: x=-406.963898m | y=1060.514940m
Heliostat No. 34020: x=-900.912336m | y=658.695783m
Heliostat No. 34080: x=-1096.655921m | y=52.784779m
Heliostat No. 34140: x=-931.152305m | y=-562.074756m
Heliostat No. 34200: x=-457.704570m | y=-987.857491m
Heliostat No. 34260: x=171.205880m | y=-1087.433297m
Heliostat No. 34320: x=753.028391m | y=-828.732195m
Heliostat No. 34380: x=1100.377734m | y=-295.073007m
Heliostat No. 34440: x=1112.304905m | y=343.523224m
Heliostat No. 34500: x=768.562015m | y=879.871061m
Heliostat No. 34560: x=189.747844m | y=1145.958138m
Heliostat No. 34620: x=-441.150061m | y=1057.663121m
Heliostat No. 34680: x=-924.678292m | y=642.899783m
Heliostat No. 34740: x=-1107.973204m | y=32.792291m
Heliostat No. 34800: x=-933.087552m | y=-579.778673m
Heliostat No. 34860: x=-455.310059m | y=-1001.153618m
Heliostat No. 34920: x=174.313679m | y=-1098.118171m
Heliostat No. 34980: x=756.733073m | y=-840.017751m
Heliostat No. 35040: x=1107.820813m | y=-308.448776m
Heliostat No. 35100: x=1126.669664m | y=333.317940m
Heliostat No. 35160: x=790.732029m | y=874.935562m
Heliostat No. 35220: x=217.127503m | y=1152.751312m
Heliostat No. 35280: x=-416.109302m | y=1080.537107m
Heliostat No. 35340: x=-912.435188m | y=680.706694m
Heliostat No. 35400: x=-1117.801183m | y=77.358908m
Heliostat No. 35460: x=-968.466064m | y=-542.239966m
Heliostat No. 35520: x=-510.780266m | y=-985.779653m
Heliostat No. 35580: x=113.200300m | y=-1115.594892m
Heliostat No. 35640: x=709.805374m | y=-891.393802m
Heliostat No. 35700: x=1093.861465m | y=-382.763620m
Heliostat No. 35760: x=1155.795508m | y=260.215901m
Heliostat No. 35820: x=858.670981m | y=824.385823m
Heliostat No. 35880: x=307.468621m | y=1144.926997m
Heliostat No. 35940: x=-329.821677m | y=1124.148115m
Heliostat No. 36000: x=-858.973003m | y=768.381955m
Heliostat No. 36060: x=-1118.715951m | y=186.055340m
Heliostat No. 36120: x=-1029.888687m | y=-445.356097m
Heliostat No. 36180: x=-619.563087m | y=-933.417147m
Heliostat No. 36240: x=-12.794050m | y=-1129.381484m
Heliostat No. 36300: x=605.493477m | y=-973.525074m
Heliostat No. 36360: x=1046.864056m | y=-513.348263m
Heliostat No. 36420: x=1187.818640m | y=111.074444m
Heliostat No. 36480: x=968.502164m | y=710.098290m
Heliostat No. 36540: x=466.785654m | y=1104.065075m
Heliostat No. 36600: x=-167.161908m | y=1175.056434m
Heliostat No. 36660: x=-743.593407m | y=901.823913m
Heliostat No. 36720: x=-1089.976887m | y=366.148854m
Heliostat No. 36780: x=-1102.636162m | y=-271.635613m
Heliostat No. 36840: x=-777.782177m | y=-820.633949m
Heliostat No. 36900: x=-212.647118m | y=-1116.525228m
Heliostat No. 36960: x=423.618201m | y=-1070.746106m
Heliostat No. 37020: x=940.572937m | y=-696.998752m
Heliostat No. 37080: x=1183.487148m | y=-107.149644m
Heliostat No. 37140: x=1090.259453m | y=525.550994m
Heliostat No. 37200: x=672.427992m | y=1007.937432m
Heliostat No. 37260: x=64.255935m | y=1201.345175m
Heliostat No. 37320: x=-555.457170m | y=1048.913313m
Heliostat No. 37380: x=-1004.518767m | y=595.456052m
Heliostat No. 37440: x=-1150.906990m | y=-25.712439m
Heliostat No. 37500: x=-951.584431m | y=-631.971726m
Heliostat No. 37560: x=-465.150929m | y=-1045.084607m
Heliostat No. 37620: x=165.384499m | y=-1143.597960m
Heliostat No. 37680: x=754.647584m | y=-898.549350m
Heliostat No. 37740: x=1129.397925m | y=-381.981845m
Heliostat No. 37800: x=1189.435697m | y=260.443216m
Heliostat No. 37860: x=899.402423m | y=829.216639m
Heliostat No. 37920: x=356.825398m | y=1165.717277m
Heliostat No. 37980: x=-281.588999m | y=1172.757459m
Heliostat No. 38040: x=-831.454768m | y=848.303851m
Heliostat No. 38100: x=-1133.960403m | y=286.064713m
Heliostat No. 38160: x=-1101.736628m | y=-351.574789m
Heliostat No. 38220: x=-744.090270m | y=-880.452459m
Heliostat No. 38280: x=-164.316278m | y=-1147.818548m
Heliostat No. 38340: x=470.135791m | y=-1076.452735m
Heliostat No. 38400: x=976.024329m | y=-686.966800m
Heliostat No. 38460: x=1207.239279m | y=-91.851556m
Heliostat No. 38520: x=1104.976710m | y=545.817920m
Heliostat No. 38580: x=684.319815m | y=1026.448142m
Heliostat No. 38640: x=76.563333m | y=1222.890739m
Heliostat No. 38700: x=-545.825620m | y=1079.399882m
Heliostat No. 38760: x=-1006.227575m | y=636.694930m
Heliostat No. 38820: x=-1173.991196m | y=20.405224m
Heliostat No. 38880: x=-1001.509079m | y=-594.580592m
Heliostat No. 38940: x=-537.727627m | y=-1033.743887m
Heliostat No. 39000: x=85.742802m | y=-1172.460359m
Heliostat No. 39060: x=691.975840m | y=-971.365510m
Heliostat No. 39120: x=1108.936690m | y=-487.525367m
Heliostat No. 39180: x=1229.197104m | y=143.361032m
Heliostat No. 39240: x=1001.007702m | y=740.198550m
Heliostat No. 39300: x=500.644459m | y=1137.592625m
Heliostat No. 39360: x=-132.359109m | y=1224.724181m
Heliostat No. 39420: x=-721.480817m | y=977.295327m
Heliostat No. 39480: x=-1102.435571m | y=464.305170m
Heliostat No. 39540: x=-1168.988637m | y=-171.191576m
Heliostat No. 39600: x=-902.580731m | y=-751.977469m
Heliostat No. 39660: x=-377.503545m | y=-1116.091975m
Heliostat No. 39720: x=259.817567m | y=-1161.996508m
Heliostat No. 39780: x=831.656409m | y=-876.889925m
Heliostat No. 39840: x=1178.547465m | y=-340.278314m
Heliostat No. 39900: x=1213.976113m | y=302.807130m
Heliostat No. 39960: x=910.672601m | y=865.490954m
Heliostat No. 40020: x=364.626078m | y=1197.815044m
Heliostat No. 40080: x=-274.504341m | y=1208.696815m
Heliostat No. 40140: x=-831.547333m | y=895.153818m
Heliostat No. 40200: x=-1153.829897m | y=343.121161m
Heliostat No. 40260: x=-1153.021607m | y=-296.101376m
Heliostat No. 40320: x=-829.343995m | y=-847.317223m
Heliostat No. 40380: x=-271.509842m | y=-1159.450469m
Heliostat No. 40440: x=367.591013m | y=-1146.952387m
Heliostat No. 40500: x=912.795350m | y=-813.248421m
Heliostat No. 40560: x=1214.674879m | y=-249.799350m
Heliostat No. 40620: x=1199.663148m | y=396.470711m
Heliostat No. 40680: x=855.223884m | y=935.248483m
Heliostat No. 40740: x=287.112402m | y=1228.794455m
Heliostat No. 40800: x=-351.615289m | y=1198.023838m
Heliostat No. 40860: x=-888.878328m | y=851.226604m
Heliostat No. 40920: x=-1179.931642m | y=281.834067m
Heliostat No. 40980: x=-1146.361997m | y=-356.752633m
Heliostat No. 41040: x=-797.213454m | y=-892.490619m
Heliostat No. 41100: x=-226.550798m | y=-1181.045686m
Heliostat No. 41160: x=411.882644m | y=-1144.677656m
Heliostat No. 41220: x=946.085287m | y=-793.184511m
Heliostat No. 41280: x=1232.136564m | y=-221.262698m
Heliostat No. 41340: x=1201.070330m | y=427.377408m
Heliostat No. 41400: x=845.211747m | y=958.970926m
Heliostat No. 41460: x=272.109055m | y=1243.189688m
Heliostat No. 41520: x=-366.443792m | y=1204.754533m
Heliostat No. 41580: x=-901.317488m | y=853.845529m
Heliostat No. 41640: x=-1190.843544m | y=283.405644m
Heliostat No. 41700: x=-1158.337091m | y=-355.476450m
Heliostat No. 41760: x=-812.407901m | y=-893.584241m
Heliostat No. 41820: x=-244.679969m | y=-1188.392646m
Heliostat No. 41880: x=394.476327m | y=-1161.817696m
Heliostat No. 41940: x=935.771851m | y=-820.898123m
Heliostat No. 42000: x=1235.837206m | y=-255.931060m
Heliostat No. 42060: x=1225.767993m | y=386.486138m
Heliostat No. 42120: x=891.043146m | y=931.909736m
Heliostat No. 42180: x=330.776180m | y=1241.148399m
Heliostat No. 42240: x=-309.123548m | y=1233.667636m
Heliostat No. 42300: x=-862.008058m | y=911.415650m
Heliostat No. 42360: x=-1183.890593m | y=358.315968m
Heliostat No. 42420: x=-1190.943840m | y=-281.588615m
Heliostat No. 42480: x=-881.330934m | y=-841.648855m
Heliostat No. 42540: x=-335.683830m | y=-1176.009232m
Heliostat No. 42600: x=303.895541m | y=-1197.592850m
Heliostat No. 42660: x=870.842628m | y=-900.778725m
Heliostat No. 42720: x=1217.508381m | y=-362.865647m
Heliostat No. 42780: x=1263.601900m | y=282.080402m
Heliostat No. 42840: x=979.131365m | y=855.577112m
Heliostat No. 42900: x=450.305200m | y=1216.360771m
Heliostat No. 42960: x=-187.442779m | y=1272.033707m
Heliostat No. 43020: x=-770.783587m | y=1008.337929m
Heliostat No. 43080: x=-1150.322060m | y=492.806642m
Heliostat No. 43140: x=-1228.857368m | y=-142.531194m
Heliostat No. 43200: x=-986.276404m | y=-734.963838m
Heliostat No. 43260: x=-484.704812m | y=-1132.767682m
Heliostat No. 43320: x=147.403565m | y=-1234.064084m
Heliostat No. 43380: x=748.164057m | y=-1012.910761m
Heliostat No. 43440: x=1163.720273m | y=-525.945677m
Heliostat No. 43500: x=1298.082131m | y=111.243195m
Heliostat No. 43560: x=1095.849380m | y=718.871462m
Heliostat No. 43620: x=623.887650m | y=1151.725158m
Heliostat No. 43680: x=1.076177m | y=1300.775705m
Heliostat No. 43740: x=-615.709286m | y=1128.479773m
Heliostat No. 43800: x=-1071.110839m | y=678.235814m
Heliostat No. 43860: x=-1250.420475m | y=63.452722m
Heliostat No. 43920: x=-1108.473109m | y=-561.015966m
Heliostat No. 43980: x=-681.022898m | y=-1037.877071m
Heliostat No. 44040: x=-75.737373m | y=-1247.017288m
Heliostat No. 44100: x=554.922204m | y=-1135.757708m
Heliostat No. 44160: x=1052.103276m | y=-732.122751m
Heliostat No. 44220: x=1290.574278m | y=-137.781286m
Heliostat No. 44280: x=1221.482300m | y=499.129841m
Heliostat No. 44340: x=844.680813m | y=1017.215886m
Heliostat No. 44400: x=264.789999m | y=1289.464217m
Heliostat No. 44460: x=-374.512709m | y=1248.420858m
Heliostat No. 44520: x=-914.829610m | y=904.254972m
Heliostat No. 44580: x=-1222.288353m | y=342.239286m
Heliostat No. 44640: x=-1220.711007m | y=-298.377622m
Heliostat No. 44700: x=-910.488385m | y=-858.872435m
Heliostat No. 44760: x=-368.483216m | y=-1200.373396m
Heliostat No. 44820: x=271.013856m | y=-1238.268057m
Heliostat No. 44880: x=849.556971m | y=-963.167395m
Heliostat No. 44940: x=1223.802611m | y=-443.232100m
Heliostat No. 45000: x=1311.531417m | y=197.165366m
Heliostat No. 45060: x=1072.367009m | y=791.698343m
Heliostat No. 45120: x=577.908074m | y=1199.349463m
Heliostat No. 45180: x=-51.321580m | y=1320.754227m
Heliostat No. 45240: x=-661.947935m | y=1126.320360m
Heliostat No. 45300: x=-1105.131506m | y=663.440897m
Heliostat No. 45360: x=-1272.846797m | y=44.942186m
Heliostat No. 45420: x=-1124.213396m | y=-578.417410m
Heliostat No. 45480: x=-695.460526m | y=-1054.694693m
Heliostat No. 45540: x=-91.096216m | y=-1267.797613m
Heliostat No. 45600: x=541.566416m | y=-1165.782574m
Heliostat No. 45660: x=1048.316567m | y=-773.515625m
Heliostat No. 45720: x=1305.634459m | y=-186.611394m
Heliostat No. 45780: x=1259.901312m | y=459.165579m
Heliostat No. 45840: x=905.671721m | y=993.451506m
Heliostat No. 45900: x=340.232736m | y=1295.476022m
Heliostat No. 45960: x=-300.807764m | y=1292.805309m
Heliostat No. 46020: x=-863.710566m | y=986.079877m
Heliostat No. 46080: x=-1213.476036m | y=448.860955m
Heliostat No. 46140: x=-1266.220757m | y=-190.011528m
Heliostat No. 46200: x=-1009.295088m | y=-777.318310m
Heliostat No. 46260: x=-504.316900m | y=-1172.207008m
Heliostat No. 46320: x=127.606096m | y=-1279.972409m
Heliostat No. 46380: x=734.921317m | y=-1074.769395m
Heliostat No. 46440: x=1171.977805m | y=-605.811315m
Heliostat No. 46500: x=1333.957346m | y=14.432737m
Heliostat No. 46560: x=1189.240299m | y=647.048653m
Heliostat No. 46620: x=758.720413m | y=1122.294106m
Heliostat No. 46680: x=155.042843m | y=1338.578646m
Heliostat No. 46740: x=-479.324780m | y=1244.859220m
Heliostat No. 46800: x=-994.671983m | y=863.253570m
Heliostat No. 46860: x=-1269.377059m | y=283.820456m
Heliostat No. 46920: x=-1238.609735m | y=-356.694168m
Heliostat No. 46980: x=-909.631085m | y=-907.129141m
Heliostat No. 47040: x=-360.079922m | y=-1237.582058m
Heliostat No. 47100: x=280.349929m | y=-1270.066181m
Heliostat No. 47160: x=860.517312m | y=-996.915271m
Heliostat No. 47220: x=1243.502987m | y=-482.592820m
Heliostat No. 47280: x=1349.698651m | y=154.361839m
Heliostat No. 47340: x=1135.353251m | y=758.945951m
Heliostat No. 47400: x=663.115236m | y=1193.062475m
Heliostat No. 47460: x=42.667445m | y=1355.882738m
Heliostat No. 47520: x=-581.883818m | y=1209.589816m
Heliostat No. 47580: x=-1065.479169m | y=788.161963m
Heliostat No. 47640: x=-1295.797895m | y=189.480759m
Heliostat No. 47700: x=-1219.345760m | y=-447.403037m
Heliostat No. 47760: x=-853.879672m | y=-974.565667m
Heliostat No. 47820: x=-284.283433m | y=-1269.567402m
Heliostat No. 47880: x=357.147524m | y=-1263.890617m
Heliostat No. 47940: x=921.433309m | y=-958.853812m
Heliostat No. 48000: x=1277.511904m | y=-425.305376m
Heliostat No. 48060: x=1352.947407m | y=218.699985m
Heliostat No. 48120: x=1111.226494m | y=813.083755m
Heliostat No. 48180: x=621.181722m | y=1227.302522m
Heliostat No. 48240: x=-5.157042m | y=1366.661117m
Heliostat No. 48300: x=-624.601560m | y=1199.300563m
Heliostat No. 48360: x=-1095.539697m | y=763.481407m
Heliostat No. 48420: x=-1310.309582m | y=158.836915m
Heliostat No. 48480: x=-1219.812353m | y=-476.404234m
Heliostat No. 48540: x=-844.736716m | y=-997.018613m
Heliostat No. 48600: x=-270.829271m | y=-1283.987793m
Heliostat No. 48660: x=370.708145m | y=-1271.707322m
Heliostat No. 48720: x=933.212706m | y=-962.984656m
Heliostat No. 48780: x=1288.089406m | y=-428.397345m
Heliostat No. 48840: x=1364.057122m | y=218.739576m
Heliostat No. 48900: x=1124.097115m | y=814.046597m
Heliostat No. 48960: x=636.789685m | y=1231.781828m
Heliostat No. 49020: x=11.801428m | y=1377.935622m
Heliostat No. 49080: x=-610.216544m | y=1219.616651m
Heliostat No. 49140: x=-1089.281566m | y=792.453967m
Heliostat No. 49200: x=-1317.581966m | y=192.578829m
Heliostat No. 49260: x=-1243.739650m | y=-445.009257m
Heliostat No. 49320: x=-884.372535m | y=-976.823633m
Heliostat No. 49380: x=-320.354759m | y=-1283.181597m
Heliostat No. 49440: x=321.383728m | y=-1295.138510m
Heliostat No. 49500: x=896.422240m | y=-1010.003517m
Heliostat No. 49560: x=1275.350652m | y=-491.945110m
Heliostat No. 49620: x=1383.827792m | y=143.671947m
Heliostat No. 49680: x=1179.004645m | y=752.165235m
Heliostat No. 49740: x=718.497060m | y=1199.545796m
Heliostat No. 49800: x=104.336362m | y=1386.690766m
Heliostat No. 49860: x=-527.402318m | y=1272.135790m
Heliostat No. 49920: x=-1036.749224m | y=881.261985m
Heliostat No. 49980: x=-1310.852056m | y=300.672422m
Heliostat No. 50040: x=-1288.979839m | y=-340.995879m
Heliostat No. 50100: x=-975.978640m | y=-901.573128m
Heliostat No. 50160: x=-441.197866m | y=-1256.856291m
Heliostat No. 50220: x=196.874988m | y=-1328.127854m
Heliostat No. 50280: x=796.866747m | y=-1099.596694m
Heliostat No. 50340: x=1225.841591m | y=-621.896803m
Heliostat No. 50400: x=1388.754674m | y=-0.868680m
Heliostat No. 50460: x=1259.676984m | y=630.142748m
Heliostat No. 50520: x=850.167587m | y=1124.874290m
Heliostat No. 50580: x=260.640287m | y=1379.658132m
Heliostat No. 50640: x=-380.294110m | y=1338.910836m
Heliostat No. 50700: x=-932.809868m | y=1011.521798m
Heliostat No. 50760: x=-1276.370587m | y=468.913950m
Heliostat No. 50820: x=-1336.025336m | y=-170.537811m
Heliostat No. 50880: x=-1098.759881m | y=-767.331199m
Heliostat No. 50940: x=-616.335866m | y=-1191.270244m
Heliostat No. 51000: x=6.001471m | y=-1349.868741m
Heliostat No. 51060: x=632.483512m | y=-1208.526969m
Heliostat No. 51120: x=1126.437433m | y=-798.079935m
Heliostat No. 51180: x=1380.102642m | y=-208.070439m
Heliostat No. 51240: x=1347.430954m | y=439.936586m
Heliostat No. 51300: x=1018.292573m | y=991.626021m
Heliostat No. 51360: x=475.762181m | y=1335.652302m
Heliostat No. 51420: x=-163.606796m | y=1398.107234m
Heliostat No. 51480: x=-762.456812m | y=1165.573439m
Heliostat No. 51540: x=-1192.135129m | y=688.006846m
Heliostat No. 51600: x=-1360.332672m | y=68.004512m
Heliostat No. 51660: x=-1230.915060m | y=-561.236610m
Heliostat No. 51720: x=-831.685465m | y=-1064.534770m
Heliostat No. 51780: x=-248.411573m | y=-1333.764921m
Heliostat No. 51840: x=393.600143m | y=-1311.087547m
Heliostat No. 51900: x=956.424390m | y=-1001.374496m
Heliostat No. 51960: x=1319.147954m | y=-471.162346m
Heliostat No. 52020: x=1413.815651m | y=175.996980m
Heliostat No. 52080: x=1199.297881m | y=781.725502m
Heliostat No. 52140: x=736.320070m | y=1227.344692m
Heliostat No. 52200: x=122.839888m | y=1418.569645m
Heliostat No. 52260: x=-511.341432m | y=1314.940645m
Heliostat No. 52320: x=-1032.042674m | y=938.383701m
Heliostat No. 52380: x=-1329.092940m | y=368.571403m
Heliostat No. 52440: x=-1339.641805m | y=-273.934346m
Heliostat No. 52500: x=-1061.457321m | y=-853.191033m
Heliostat No. 52560: x=-553.398257m | y=-1246.638493m
Heliostat No. 52620: x=77.039342m | y=-1371.030410m
Heliostat No. 52680: x=696.466365m | y=-1200.047722m
Heliostat No. 52740: x=1173.823335m | y=-769.867250m
Heliostat No. 52800: x=1408.110214m | y=-171.507346m
Heliostat No. 52860: x=1360.456388m | y=471.116841m
Heliostat No. 52920: x=1023.018140m | y=1018.188699m
Heliostat No. 52980: x=477.589542m | y=1358.276680m
Heliostat No. 53040: x=-162.160244m | y=1420.505300m
Heliostat No. 53100: x=-762.905203m | y=1191.905905m
Heliostat No. 53160: x=-1199.448058m | y=720.119380m
Heliostat No. 53220: x=-1380.811805m | y=103.467630m
Heliostat No. 53280: x=-1269.199626m | y=-529.537040m
Heliostat No. 53340: x=-887.871876m | y=-1046.974318m
Heliostat No. 53400: x=-316.298545m | y=-1341.008530m
Heliostat No. 53460: x=326.402554m | y=-1350.361952m
Heliostat No. 53520: x=906.290344m | y=-1073.085302m
Heliostat No. 53580: x=1302.514251m | y=-566.963967m
Heliostat No. 53640: x=1443.341297m | y=68.231537m
Heliostat No. 53700: x=1278.672941m | y=689.729386m
Heliostat No. 53760: x=856.631028m | y=1174.761207m
Heliostat No. 53820: x=263.858911m | y=1423.752094m
Heliostat No. 53880: x=-377.949893m | y=1385.585309m
Heliostat No. 53940: x=-937.034851m | y=1068.096326m
Heliostat No. 54000: x=-1298.618272m | y=536.464242m
Heliostat No. 54060: x=-1388.468666m | y=-100.169209m
Heliostat No. 54120: x=-1188.140140m | y=-711.105971m
Heliostat No. 54180: x=-738.759263m | y=-1170.923404m
Heliostat No. 54240: x=-132.581959m | y=-1385.223006m
Heliostat No. 54300: x=505.946231m | y=-1310.010009m
Heliostat No. 54360: x=1045.738269m | y=-960.725310m
Heliostat No. 54420: x=1375.977215m | y=-409.075528m
Heliostat No. 54480: x=1438.684595m | y=240.396993m
Heliostat No. 54540: x=1201.331701m | y=838.107453m
Heliostat No. 54600: x=726.058146m | y=1271.361696m
Heliostat No. 54660: x=108.991067m | y=1452.531261m
Heliostat No. 54720: x=-525.063745m | y=1344.973438m
Heliostat No. 54780: x=-1047.864624m | y=970.442488m
Heliostat No. 54840: x=-1353.671725m | y=404.689709m
Heliostat No. 54900: x=-1380.633593m | y=-237.857759m
Heliostat No. 54960: x=-1123.297017m | y=-827.240553m
Heliostat No. 55020: x=-633.709977m | y=-1244.252208m
Heliostat No. 55080: x=-10.894602m | y=-1404.549432m
Heliostat No. 55140: x=619.180687m | y=-1275.711079m
Heliostat No. 55200: x=1129.079106m | y=-883.795537m
Heliostat No. 55260: x=1415.670418m | y=-308.070245m
Heliostat No. 55320: x=1432.019239m | y=336.091405m
Heliostat No. 55380: x=1156.449770m | y=917.357786m
Heliostat No. 55440: x=655.400630m | y=1320.791667m
Heliostat No. 55500: x=28.722823m | y=1465.995191m
Heliostat No. 55560: x=-598.696882m | y=1324.031639m
Heliostat No. 55620: x=-1101.823869m | y=923.192055m
Heliostat No. 55680: x=-1380.393052m | y=343.357296m
Heliostat No. 55740: x=-1378.890091m | y=-299.920932m
Heliostat No. 55800: x=-1097.614501m | y=-878.447664m
Heliostat No. 55860: x=-592.619967m | y=-1276.931863m
Heliostat No. 55920: x=35.456255m | y=-1415.962063m
Heliostat No. 55980: x=661.448714m | y=-1267.831789m
Heliostat No. 56040: x=1160.607221m | y=-862.061013m
Heliostat No. 56100: x=1433.457543m | y=-279.513299m
Heliostat No. 56160: x=1435.960276m | y=367.775584m
Heliostat No. 56220: x=1149.297839m | y=943.835333m
Heliostat No. 56280: x=641.850353m | y=1339.457927m
Heliostat No. 56340: x=13.268297m | y=1476.952605m
Heliostat No. 56400: x=-613.009935m | y=1329.318720m
Heliostat No. 56460: x=-1113.998364m | y=925.548015m
Heliostat No. 56520: x=-1391.314914m | y=344.931344m
Heliostat No. 56580: x=-1390.501286m | y=-298.512147m
Heliostat No. 56640: x=-1111.717257m | y=-878.425634m
Heliostat No. 56700: x=-609.709304m | y=-1280.928060m
Heliostat No. 56760: x=16.940287m | y=-1426.977631m
Heliostat No. 56820: x=645.172613m | y=-1287.893724m
Heliostat No. 56880: x=1151.617956m | y=-890.989073m
Heliostat No. 56940: x=1436.822635m | y=-314.206203m
Heliostat No. 57000: x=1454.509173m | y=336.243511m
Heliostat No. 57060: x=1182.612830m | y=919.595738m
Heliostat No. 57120: x=686.682686m | y=1329.816088m
Heliostat No. 57180: x=62.696526m | y=1487.514264m
Heliostat No. 57240: x=-568.585075m | y=1362.170804m
Heliostat No. 57300: x=-1084.989649m | y=978.043534m
Heliostat No. 57360: x=-1386.576977m | y=409.472935m
Heliostat No. 57420: x=-1414.980605m | y=-233.505041m
Heliostat No. 57480: x=-1164.703556m | y=-826.454315m
Heliostat No. 57540: x=-684.182159m | y=-1254.620907m
Heliostat No. 57600: x=-66.412133m | y=-1435.141371m
Heliostat No. 57660: x=569.048961m | y=-1333.079426m
Heliostat No. 57720: x=1099.219795m | y=-968.187209m
Heliostat No. 57780: x=1421.495953m | y=-411.082622m
Heliostat No. 57840: x=1483.153626m | y=240.555102m
Heliostat No. 57900: x=1252.213889m | y=841.469271m
Heliostat No. 57960: x=787.187027m | y=1286.644536m
Heliostat No. 58020: x=176.775426m | y=1491.165141m
Heliostat No. 58080: x=-462.586852m | y=1416.019432m
Heliostat No. 58140: x=-1008.943498m | y=1075.541215m
Heliostat No. 58200: x=-1358.078726m | y=534.675619m
Heliostat No. 58260: x=-1443.396110m | y=-103.408971m
Heliostat No. 58320: x=-1248.621631m | y=-716.999961m
Heliostat No. 58380: x=-810.907898m | y=-1189.056830m
Heliostat No. 58440: x=-213.747406m | y=-1429.536241m
Heliostat No. 58500: x=428.953391m | y=-1392.567515m
Heliostat No. 58560: x=994.601369m | y=-1085.202317m
Heliostat No. 58620: x=1375.300987m | y=-566.069577m
Heliostat No. 58680: x=1509.369599m | y=68.265400m
Heliostat No. 58740: x=1351.508182m | y=692.533553m
